,city,cloudiness,country,date,humidity,lat,lon,temp,wind_speed
277,Sao Francisco de Paula,40,BR,<class 'datetime.date'>,87,-29.45,-50.58,59.0,6.93
278,Naze,99,NG,<class 'datetime.date'>,91,5.43,7.07,76.27,4.81
279,Sibu,75,MY,<class 'datetime.date'>,94,2.29,111.83,77.0,5.82
280,Olinda,0,AU,<class 'datetime.date'>,66,-37.84,145.39,57.0,26.4
281,Haikou,40,CN,<class 'datetime.date'>,89,20.04,110.34,84.2,4.47
282,Chifeng,100,CN,<class 'datetime.date'>,67,42.27,118.96,69.07,4.09
283,Uarini,40,BR,<class 'datetime.date'>,78,-2.98,-65.16,82.4,5.82
284,Margate,0,AU,<class 'datetime.date'>,66,-43.03,147.26,57.0,14.99
285,Guia de Isora,75,ES,<class 'datetime.date'>,57,28.21,-16.78,78.01,14.99
286,Srednekolymsk,100,RU,<class 'datetime.date'>,51,67.46,153.71,51.07,13.38
287,Solnechnyy,67,RU,<class 'datetime.date'>,77,50.72,136.64,48.91,3.53
288,Kuandian,74,CN,<class 'datetime.date'>,76,40.73,124.78,60.97,1.43
289,Beringovskiy,33,RU,<class 'datetime.date'>,89,63.05,179.32,43.15,3.87
290,Acheng,40,CN,<class 'datetime.date'>,77,45.55,126.95,68.0,8.95
291,Waipawa,0,NZ,<class 'datetime.date'>,94,-39.94,176.59,28.99,1.3
292,Caldas Novas,33,BR,<class 'datetime.date'>,41,-17.75,-48.62,80.41,7.07
293,Parana,75,BR,<class 'datetime.date'>,88,-7.52,-72.89,78.8,6.93
294,Karratha,26,AU,<class 'datetime.date'>,69,-20.74,116.85,71.41,14.23
295,Sao Joao da Barra,0,BR,<class 'datetime.date'>,48,-21.64,-41.05,86.0,9.17
296,Qatana,0,SY,<class 'datetime.date'>,9,33.43,36.09,100.4,23.04
297,Vaitape,6,PF,<class 'datetime.date'>,72,-16.52,-151.75,79.51,3.44
298,Chuy,0,UY,<class 'datetime.date'>,62,-33.69,-53.46,52.33,9.26
299,Coihaique,59,CL,<class 'datetime.date'>,86,-45.58,-72.07,33.8,1.3
300,Batticaloa,92,LK,<class 'datetime.date'>,66,7.71,81.69,82.03,5.28
301,Hamilton,75,CA,<class 'datetime.date'>,73,43.26,-79.87,82.99,3.36
302,Genhe,27,CN,<class 'datetime.date'>,93,50.78,121.52,46.21,1.99
303,Torbay,40,CA,<class 'datetime.date'>,62,47.66,-52.73,64.99,4.7
304,Ishigaki,0,JP,<class 'datetime.date'>,84,24.34,124.16,83.47,19.48
305,Tambo,75,PE,<class 'datetime.date'>,44,-12.95,-74.02,59.0,2.24
306,Ahipara,0,NZ,<class 'datetime.date'>,77,-35.17,173.16,57.19,11.05
307,Kavaratti,12,IN,<class 'datetime.date'>,75,10.57,72.64,84.19,17.18
308,Hithadhoo,100,MV,<class 'datetime.date'>,71,-0.6,73.08,83.83,6.4
309,Englehart,1,CA,<class 'datetime.date'>,60,47.82,-79.87,71.6,6.93
310,Gladstone,0,AU,<class 'datetime.date'>,63,-23.84,151.26,66.2,8.05
311,Kropotkin,76,RU,<class 'datetime.date'>,49,45.43,40.58,85.99,5.3
312,Alhama de Murcia,0,ES,<class 'datetime.date'>,33,37.85,-1.43,91.4,16.11
313,Kysyl-Syr,23,RU,<class 'datetime.date'>,58,63.9,122.77,63.85,3.8
314,Nome,40,US,<class 'datetime.date'>,88,30.04,-94.42,84.2,3.36
315,Sur,0,OM,<class 'datetime.date'>,46,22.57,59.53,93.73,11.97
316,Ambunti,89,PG,<class 'datetime.date'>,98,-4.22,142.82,74.29,1.36
317,San Patricio,0,PY,<class 'datetime.date'>,70,-26.98,-56.83,62.59,7.2
318,Gorom-Gorom,18,BF,<class 'datetime.date'>,17,14.45,-0.24,103.27,5.61
319,Honningsvag,75,NO,<class 'datetime.date'>,75,70.98,25.97,44.6,19.46
320,Blagoyevo,100,RU,<class 'datetime.date'>,40,63.37,47.92,63.13,7.09
321,Lieksa,100,FI,<class 'datetime.date'>,95,63.32,30.02,54.49,1.21
322,San Carlos de Bariloche,40,AR,<class 'datetime.date'>,85,-41.13,-71.31,41.0,12.75
323,Neringa,20,LT,<class 'datetime.date'>,72,55.69,21.18,62.6,12.75
324,Katsuura,75,JP,<class 'datetime.date'>,100,33.93,134.5,75.2,6.93
325,Luanda,0,AO,<class 'datetime.date'>,69,-8.83,13.24,77.0,13.87
326,Gap,0,FR,<class 'datetime.date'>,36,44.56,6.08,96.01,1.03
327,Viedma,88,AR,<class 'datetime.date'>,41,-40.81,-62.99,54.67,21.3
328,Cetraro,4,IT,<class 'datetime.date'>,72,39.52,15.94,81.13,9.71
329,Jackville,40,CI,<class 'datetime.date'>,83,5.21,-4.42,80.6,8.05
330,Preveza,20,GR,<class 'datetime.date'>,52,38.96,20.75,89.6,14.99
331,Sisimiut,0,GL,<class 'datetime.date'>,84,66.94,-53.67,36.85,29.06
332,Lumeje,0,AO,<class 'datetime.date'>,20,-11.56,20.78,80.77,4.12
333,Bolshaya Dzhalga,58,RU,<class 'datetime.date'>,34,45.97,42.7,89.41,3.4
334,Kishtwar,62,IN,<class 'datetime.date'>,68,33.31,75.77,50.35,1.45
335,Dobrinka,100,RU,<class 'datetime.date'>,98,52.17,40.48,65.65,7.02
336,Esperance,75,AU,<class 'datetime.date'>,93,-33.86,121.89,50.0,10.29
337,Jardim,83,BR,<class 'datetime.date'>,85,-21.48,-56.15,68.71,9.06
338,Buenlag,100,PH,<class 'datetime.date'>,95,15.98,120.19,73.75,6.46
339,Celestun,71,MX,<class 'datetime.date'>,73,20.87,-90.4,81.13,8.37
340,Birao,2,CF,<class 'datetime.date'>,41,10.3,22.78,91.75,3.67
341,Richards Bay,0,ZA,<class 'datetime.date'>,73,-28.77,32.06,72.13,28.5
342,Lavrentiya,100,RU,<class 'datetime.date'>,97,65.58,-170.99,46.03,5.7
343,Panzhihua,100,CN,<class 'datetime.date'>,82,26.59,101.72,72.67,2.84
344,Batagay,20,RU,<class 'datetime.date'>,45,67.65,134.64,65.29,3.56
345,Kyrylivka,2,UA,<class 'datetime.date'>,43,47.65,37.3,80.95,9.75
346,Matagami,92,NG,<class 'datetime.date'>,78,9.67,8.4,78.61,1.43
347,Antalaha,36,MG,<class 'datetime.date'>,91,-14.9,50.28,66.55,3.91
348,Bowen,90,AU,<class 'datetime.date'>,88,-20.01,148.25,70.0,19.46
349,Natal,75,BR,<class 'datetime.date'>,58,-5.81,-35.21,86.0,19.46
350,Hitachi,75,JP,<class 'datetime.date'>,83,36.6,140.65,77.0,13.87
351,Sola,100,TZ,<class 'datetime.date'>,48,-3.17,33.8,76.99,4.05
352,Mocuba,15,MZ,<class 'datetime.date'>,86,-16.84,36.99,66.37,3.62
353,Yar-Sale,86,RU,<class 'datetime.date'>,54,66.83,70.83,55.21,2.17
354,Ternate,75,PH,<class 'datetime.date'>,88,14.29,120.72,84.99,6.93
355,Porto Novo,75,BR,<class 'datetime.date'>,73,-23.68,-45.44,71.6,3.36
356,Chicama,90,PE,<class 'datetime.date'>,77,-7.84,-79.15,66.2,5.82
357,Santa Rosa,100,AR,<class 'datetime.date'>,32,-36.62,-64.29,53.59,12.01
358,Havoysund,75,NO,<class 'datetime.date'>,75,71.0,24.66,44.6,19.46
359,El Alto,0,BO,<class 'datetime.date'>,16,-16.5,-68.19,46.4,6.93
360,Ust-Nera,0,RU,<class 'datetime.date'>,41,64.57,143.24,48.19,4.52
361,Teofilo Otoni,33,BR,<class 'datetime.date'>,62,-17.86,-41.51,78.61,3.83
362,Chokurdakh,0,RU,<class 'datetime.date'>,55,70.62,147.9,46.03,11.07
363,Kargasok,84,RU,<class 'datetime.date'>,85,59.06,80.87,56.83,3.44
364,Port-Gentil,40,GA,<class 'datetime.date'>,69,-0.72,8.78,82.4,18.34
365,Devgarh,0,IN,<class 'datetime.date'>,36,31.13,77.45,79.51,2.21
366,La Ronge,20,CA,<class 'datetime.date'>,77,55.1,-105.3,59.0,3.36
367,Sabang,100,PH,<class 'datetime.date'>,97,13.8,121.11,73.93,3.0
368,Kerema,74,PG,<class 'datetime.date'>,86,-7.96,145.78,78.97,17.67
369,Port Hedland,0,AU,<class 'datetime.date'>,93,-20.31,118.58,59.0,6.4
370,Port Keats,17,AU,<class 'datetime.date'>,47,-14.25,129.55,67.09,8.52
371,Vao,99,EE,<class 'datetime.date'>,85,59.1,26.19,57.55,6.53
372,Quchan,0,IR,<class 'datetime.date'>,18,37.11,58.51,79.15,9.86
373,Mezen,100,RU,<class 'datetime.date'>,49,65.85,44.24,64.21,10.67
374,Puerto Colombia,20,CO,<class 'datetime.date'>,70,10.99,-74.96,86.0,14.99
375,San Ramon,75,NI,<class 'datetime.date'>,88,12.92,-85.84,68.0,18.34
376,Levelland,75,US,<class 'datetime.date'>,73,33.59,-102.38,75.0,11.41
377,Seddon,0,AU,<class 'datetime.date'>,66,-37.81,144.89,57.0,26.4
378,Tabory,8,PL,<class 'datetime.date'>,80,53.89,19.53,69.01,10.0
379,Hualmay,99,PE,<class 'datetime.date'>,82,-11.1,-77.61,63.31,9.13
380,Vanavara,0,RU,<class 'datetime.date'>,54,60.35,102.28,67.81,5.66
381,Miri,97,NG,<class 'datetime.date'>,83,10.31,9.75,73.93,5.1
382,Erzin,0,TR,<class 'datetime.date'>,49,36.95,36.2,91.4,31.09
383,Souillac,0,FR,<class 'datetime.date'>,34,45.6,-0.6,100.99,12.75
384,Kasulu,75,TZ,<class 'datetime.date'>,47,-4.57,30.11,80.6,5.82
385,Shush,3,RU,<class 'datetime.date'>,80,55.6,89.45,67.09,7.74
386,Ca Mau,100,VN,<class 'datetime.date'>,90,9.18,105.15,78.07,4.88
387,Cockburn Town,100,TC,<class 'datetime.date'>,76,21.46,-71.14,82.57,15.66
388,Rio Verde de Mato Grosso,93,BR,<class 'datetime.date'>,73,-18.92,-54.84,73.57,8.75
389,Yenagoa,100,NG,<class 'datetime.date'>,93,4.92,6.26,76.09,4.18
390,Sawai Madhopur,0,IN,<class 'datetime.date'>,37,26.02,76.35,94.99,19.77
391,Marsa Matruh,20,EG,<class 'datetime.date'>,74,31.35,27.25,82.4,13.87
392,Male,100,UA,<class 'datetime.date'>,85,50.74,33.7,72.31,17.58
393,Ulaanbaatar,40,MN,<class 'datetime.date'>,81,47.92,106.92,48.2,11.18
394,Masty,75,BY,<class 'datetime.date'>,53,53.42,24.54,71.6,26.84
395,Ajdabiya,0,LY,<class 'datetime.date'>,85,30.75,20.22,76.99,21.81
396,Hanzhong,100,CN,<class 'datetime.date'>,89,33.08,107.03,66.37,2.39
397,Tanete,0,ID,<class 'datetime.date'>,77,-3.94,119.78,78.79,11.86
398,Port Blair,100,IN,<class 'datetime.date'>,80,11.67,92.75,84.01,21.18
399,Masterton,0,NZ,<class 'datetime.date'>,78,-40.95,175.66,28.0,1.57
400,Roald,75,NO,<class 'datetime.date'>,81,62.58,6.12,57.2,10.29
401,Lethem,0,GY,<class 'datetime.date'>,57,3.38,-59.8,86.53,11.07
402,Sayyan,99,YE,<class 'datetime.date'>,30,15.17,44.32,86.35,5.28
403,Skelleftea,49,SE,<class 'datetime.date'>,31,64.75,20.95,64.4,11.41
404,Kindu,91,CD,<class 'datetime.date'>,84,-2.95,25.92,75.01,3.56
405,Moranbah,100,AU,<class 'datetime.date'>,86,-22.0,148.04,60.79,20.69
406,Mudanya,20,TR,<class 'datetime.date'>,43,40.38,28.88,88.0,13.87
407,Mabaruma,33,GY,<class 'datetime.date'>,69,8.2,-59.78,82.57,2.55
408,Namibe,0,AO,<class 'datetime.date'>,79,-15.19,12.15,66.55,13.04
409,Mounana,40,GA,<class 'datetime.date'>,58,-1.38,13.16,84.2,3.36
410,Jijiga,41,ET,<class 'datetime.date'>,83,9.35,42.8,65.11,8.25
411,Areosa,20,PT,<class 'datetime.date'>,73,41.72,-8.86,75.99,8.05
412,Batemans Bay,0,AU,<class 'datetime.date'>,94,-35.71,150.18,52.0,3.0
413,Smithers,75,CA,<class 'datetime.date'>,100,54.78,-127.17,51.8,2.24
414,Gimli,0,CA,<class 'datetime.date'>,48,50.63,-96.99,71.01,5.01
415,Tommot,98,RU,<class 'datetime.date'>,79,58.97,126.27,54.85,0.89
416,Samarai,42,PG,<class 'datetime.date'>,94,-10.62,150.67,74.47,4.09
417,Mandalgovi,0,MN,<class 'datetime.date'>,68,45.76,106.27,52.87,16.8
418,Yangcun,13,CN,<class 'datetime.date'>,86,29.98,118.17,72.13,0.83
419,Houma,100,CN,<class 'datetime.date'>,90,35.63,111.36,64.57,1.81
420,Coquimbo,0,CL,<class 'datetime.date'>,81,-29.95,-71.34,57.0,3.36
421,Benjamin Aceval,90,PY,<class 'datetime.date'>,87,-24.97,-57.57,57.2,11.41
422,Arkhangelskoye,100,RU,<class 'datetime.date'>,94,54.46,37.62,65.47,11.01
423,Chara,20,GR,<class 'datetime.date'>,31,39.42,22.43,93.2,12.75
424,Khandyga,0,RU,<class 'datetime.date'>,44,62.65,135.58,65.11,10.71
425,Chumikan,0,RU,<class 'datetime.date'>,57,54.72,135.31,52.69,8.81
426,Chaiyaphum,87,TH,<class 'datetime.date'>,82,15.81,102.03,76.27,11.25
427,Lafiagi,53,NG,<class 'datetime.date'>,57,8.85,5.42,89.77,1.68
428,Nuuk,90,GL,<class 'datetime.date'>,100,64.17,-51.74,48.2,3.36
429,Yumen,46,CN,<class 'datetime.date'>,27,40.29,97.04,73.75,14.12
430,Nantucket,75,US,<class 'datetime.date'>,93,41.28,-70.1,71.01,4.7
431,Summerville,1,US,<class 'datetime.date'>,58,33.02,-80.17,90.0,6.02
432,Aloleng,100,PH,<class 'datetime.date'>,80,16.13,119.78,82.21,15.43
433,Talcahuano,90,CL,<class 'datetime.date'>,100,-36.72,-73.12,50.0,3.36
434,Eyl,61,SO,<class 'datetime.date'>,36,7.98,49.82,89.77,22.73
435,Abashiri,100,JP,<class 'datetime.date'>,86,44.01,144.25,52.0,5.99
436,Port Shepstone,0,ZA,<class 'datetime.date'>,71,-30.74,30.45,62.41,3.0
437,Qandala,98,SO,<class 'datetime.date'>,66,11.47,49.87,88.15,5.61
438,Tucuman,0,PE,<class 'datetime.date'>,10,-17.17,-70.89,67.27,5.41
439,Halifax,90,CA,<class 'datetime.date'>,82,44.65,-63.58,60.01,10.29
440,Monrovia,75,LR,<class 'datetime.date'>,83,6.33,-10.8,82.4,11.41
441,Sobral,34,BR,<class 'datetime.date'>,54,-3.69,-40.35,85.45,8.75
442,Lillooet,90,CA,<class 'datetime.date'>,100,50.69,-121.94,55.4,6.93
443,Buckeye,5,US,<class 'datetime.date'>,11,33.37,-112.58,87.01,3.83
444,Suleja,76,NG,<class 'datetime.date'>,65,9.18,7.18,85.63,3.36
445,De Aar,0,ZA,<class 'datetime.date'>,16,-30.65,24.01,64.93,20.47
446,Rocha,0,UY,<class 'datetime.date'>,60,-34.48,-54.34,51.43,8.9
447,Panaba,8,MX,<class 'datetime.date'>,57,21.28,-88.27,87.79,6.91
448,Xingyi,100,CN,<class 'datetime.date'>,96,24.19,102.82,62.77,4.09
449,Caxias,0,BR,<class 'datetime.date'>,52,-4.87,-43.35,87.8,9.17
450,Gboko,73,NG,<class 'datetime.date'>,70,7.32,9.0,84.19,8.52
451,Chalinze,32,TZ,<class 'datetime.date'>,54,-6.64,38.35,76.27,5.03
452,Molteno,0,ZA,<class 'datetime.date'>,22,-31.4,26.36,60.97,20.8
453,Tongren,100,CN,<class 'datetime.date'>,94,27.72,109.18,74.83,1.32
454,Cap-aux-Meules,90,CA,<class 'datetime.date'>,62,47.38,-61.86,59.0,11.41
455,Caborca,0,MX,<class 'datetime.date'>,17,30.58,-111.1,87.07,8.37
456,Igarka,100,RU,<class 'datetime.date'>,83,67.47,86.57,47.29,11.25
457,Chauk,89,MM,<class 'datetime.date'>,66,20.89,94.82,83.29,13.2
458,Qasigiannguit,75,GL,<class 'datetime.date'>,65,68.82,-51.19,41.0,5.82
459,Aquidauana,70,BR,<class 'datetime.date'>,81,-20.47,-55.78,71.77,1.95
460,Povolzhskiy,20,RU,<class 'datetime.date'>,63,53.59,49.76,62.6,4.47
461,Hasaki,75,JP,<class 'datetime.date'>,94,35.73,140.83,77.0,8.05
462,Turukhansk,100,RU,<class 'datetime.date'>,92,65.8,87.96,55.75,11.88
463,Gore,100,ET,<class 'datetime.date'>,97,8.15,35.53,65.47,0.63
464,Xuddur,74,SO,<class 'datetime.date'>,47,4.12,43.89,84.37,20.87
465,Pangkalanbuun,77,ID,<class 'datetime.date'>,98,-2.68,111.62,73.39,2.53
466,Awjilah,0,LY,<class 'datetime.date'>,18,29.14,21.3,97.33,13.35
467,Kutum,89,SD,<class 'datetime.date'>,16,14.2,24.66,93.55,6.76
468,Thyboron,0,DK,<class 'datetime.date'>,67,56.7,8.21,66.99,21.34
469,Tsabong,0,BW,<class 'datetime.date'>,16,-26.02,22.4,75.91,8.63
470,Veere,0,NL,<class 'datetime.date'>,64,51.55,3.67,80.01,16.11
471,Jacareacanga,11,BR,<class 'datetime.date'>,46,-6.22,-57.76,88.51,5.95
472,Khani,75,GE,<class 'datetime.date'>,66,41.96,42.96,86.0,17.22
473,Inirida,78,CO,<class 'datetime.date'>,90,3.87,-67.92,81.49,1.07
474,Palmares do Sul,0,BR,<class 'datetime.date'>,80,-30.26,-50.51,59.0,1.01
475,Naryan-Mar,84,RU,<class 'datetime.date'>,62,67.67,53.09,59.53,2.82
476,Vestmannaeyjar,90,IS,<class 'datetime.date'>,100,63.44,-20.27,53.6,8.05
477,Gawler,0,AU,<class 'datetime.date'>,48,-34.6,138.75,64.99,19.46
478,Sioux Lookout,75,CA,<class 'datetime.date'>,63,50.1,-91.92,68.0,5.82
479,Hemnesberget,40,NO,<class 'datetime.date'>,50,66.23,13.61,55.4,18.34
480,Mumbwa,0,ZM,<class 'datetime.date'>,25,-14.99,27.06,73.57,5.82
481,Challans,0,FR,<class 'datetime.date'>,31,46.85,-1.88,100.4,9.17
482,Constantine,20,DZ,<class 'datetime.date'>,23,36.36,6.61,93.2,12.75
483,Omboue,27,GA,<class 'datetime.date'>,79,-1.57,9.26,75.01,15.12
484,Gebre Guracha,39,ET,<class 'datetime.date'>,57,9.8,38.4,76.99,5.06
485,Kushiro,100,JP,<class 'datetime.date'>,94,43.11,144.15,49.99,8.7
486,Pinawa,33,CA,<class 'datetime.date'>,89,50.15,-95.88,68.0,4.36
487,Petropavlovsk-Kamchatskiy,75,RU,<class 'datetime.date'>,93,53.05,158.65,46.4,4.47
488,Madimba,75,CM,<class 'datetime.date'>,74,4.42,9.93,86.0,4.7
489,Greensburg,1,US,<class 'datetime.date'>,78,30.83,-90.67,84.99,2.62
490,Iracoubo,100,GF,<class 'datetime.date'>,92,5.48,-53.21,79.15,6.17
491,Sungaipenuh,80,ID,<class 'datetime.date'>,96,-2.08,101.38,72.85,2.75
492,Kudahuvadhoo,65,MV,<class 'datetime.date'>,73,2.67,72.89,82.75,4.97
493,Farmington,40,US,<class 'datetime.date'>,25,36.73,-108.21,66.99,4.7
494,Portales,1,US,<class 'datetime.date'>,64,34.19,-103.33,75.0,14.99
495,Aljezur,0,PT,<class 'datetime.date'>,65,37.31,-8.8,75.0,3.0
496,Novopokrovka,0,UA,<class 'datetime.date'>,30,49.84,36.56,84.2,15.66
497,Independence,1,US,<class 'datetime.date'>,69,39.09,-94.42,84.0,9.26
498,Shelburne,1,CA,<class 'datetime.date'>,47,44.08,-80.2,82.99,6.93
499,Lixourion,20,GR,<class 'datetime.date'>,66,38.2,20.43,93.2,13.58
500,Maniitsoq,0,GL,<class 'datetime.date'>,75,65.42,-52.9,44.95,12.93
501,Soe,90,EE,<class 'datetime.date'>,93,57.91,26.05,60.01,10.29
502,Cadillac,1,US,<class 'datetime.date'>,50,44.25,-85.4,81.0,5.82
503,Wawa,68,NG,<class 'datetime.date'>,46,9.9,4.41,92.83,2.08
504,Simao,100,CN,<class 'datetime.date'>,80,22.76,100.79,71.77,2.3
505,Namatanai,61,PG,<class 'datetime.date'>,82,-3.66,152.44,78.97,9.64
506,Price,1,US,<class 'datetime.date'>,27,39.6,-110.81,64.99,4.7
507,Airai,3,TL,<class 'datetime.date'>,77,-8.93,125.41,66.01,5.97
508,Pochutla,90,MX,<class 'datetime.date'>,78,15.74,-96.47,82.99,2.01
509,Santa Cruz,1,US,<class 'datetime.date'>,81,36.97,-122.03,61.0,11.68
510,Nichinan,96,JP,<class 'datetime.date'>,100,31.65,131.31,73.0,4.0
511,Luoyang,100,CN,<class 'datetime.date'>,93,34.66,112.42,64.21,5.3
512,Muroto,100,JP,<class 'datetime.date'>,96,33.37,134.14,70.33,2.42
513,Roswell,1,US,<class 'datetime.date'>,64,33.39,-104.52,78.01,14.99
514,Springdale,1,US,<class 'datetime.date'>,83,36.19,-94.13,82.0,6.93
515,Arman,55,RU,<class 'datetime.date'>,86,59.7,150.17,45.31,2.04
516,Biak,100,ID,<class 'datetime.date'>,97,-0.91,122.88,65.11,4.59
517,Zarand,0,IR,<class 'datetime.date'>,5,30.81,56.57,93.2,18.34
518,Tiznit,17,MA,<class 'datetime.date'>,84,29.7,-9.73,67.63,17.34
519,Alofi,4,NU,<class 'datetime.date'>,88,-19.06,-169.92,71.6,8.05
520,Marsh Harbour,0,BS,<class 'datetime.date'>,76,26.54,-77.06,82.57,9.78
521,Angouleme,0,FR,<class 'datetime.date'>,39,45.65,0.15,100.0,8.05
522,Vilhena,0,BR,<class 'datetime.date'>,48,-12.74,-60.15,86.0,10.29
523,Hudiksvall,0,SE,<class 'datetime.date'>,39,61.73,17.1,63.13,13.67
524,Banda Aceh,29,ID,<class 'datetime.date'>,75,5.56,95.32,84.55,13.2
525,Imeni Poliny Osipenko,36,RU,<class 'datetime.date'>,78,52.42,136.49,49.09,3.83
526,Cardenas,75,MX,<class 'datetime.date'>,65,27.62,-110.24,84.0,5.82
527,George,40,MW,<class 'datetime.date'>,56,-15.35,34.83,69.8,6.93
528,Pasni,0,PK,<class 'datetime.date'>,78,25.26,63.48,83.29,7.99
529,Kaohsiung,75,TW,<class 'datetime.date'>,88,22.62,120.31,82.4,5.82
530,Lata,82,IN,<class 'datetime.date'>,78,30.78,78.62,44.05,2.98
531,Conde,19,BR,<class 'datetime.date'>,76,-11.81,-37.61,78.61,7.54
532,Palembang,100,ID,<class 'datetime.date'>,93,-2.99,104.76,76.09,4.16
533,Locri,40,IT,<class 'datetime.date'>,45,38.24,16.26,87.8,5.82
534,Magadan,65,RU,<class 'datetime.date'>,77,59.56,150.8,45.67,5.39
535,Sombrio,36,BR,<class 'datetime.date'>,61,-29.11,-49.63,62.59,2.86
536,Mizdah,0,LY,<class 'datetime.date'>,15,31.45,12.98,95.53,18.32
537,Patu,20,BR,<class 'datetime.date'>,47,-6.1,-37.64,87.07,9.35
538,Simpelveld,0,BE,<class 'datetime.date'>,41,50.84,5.98,82.0,11.41
539,Sai Buri,98,TH,<class 'datetime.date'>,94,6.7,101.62,75.73,2.19
540,Deputatskiy,4,RU,<class 'datetime.date'>,42,69.3,139.9,55.03,2.73
541,Safranbolu,20,TR,<class 'datetime.date'>,42,41.25,32.69,82.4,11.41
542,Fuerte Olimpo,68,BR,<class 'datetime.date'>,75,-21.04,-57.87,71.77,10.56
543,Yelatma,100,RU,<class 'datetime.date'>,77,54.97,41.75,61.51,11.39
544,Marquette,5,US,<class 'datetime.date'>,50,46.54,-87.4,81.0,11.41
545,Itambacuri,33,BR,<class 'datetime.date'>,62,-18.04,-41.68,78.61,3.83
546,Sergeyevka,17,KZ,<class 'datetime.date'>,71,53.88,67.42,56.11,2.82
547,Ust-Omchug,10,RU,<class 'datetime.date'>,71,61.13,149.63,44.59,6.89
548,Kyren,79,RU,<class 'datetime.date'>,97,51.68,102.13,37.75,4.59
549,Novikovo,100,RU,<class 'datetime.date'>,81,51.15,37.89,72.85,15.7
550,Le Vauclin,75,MQ,<class 'datetime.date'>,62,14.55,-60.84,86.0,19.46
551,Taltal,2,CL,<class 'datetime.date'>,65,-25.41,-70.49,57.91,3.2
552,Benguela,20,AO,<class 'datetime.date'>,78,-12.58,13.4,73.4,11.41
553,Nanortalik,100,GL,<class 'datetime.date'>,94,60.14,-45.24,39.37,8.61
554,Carlyle,90,CA,<class 'datetime.date'>,68,49.63,-102.27,68.0,5.82
555,Ulaangom,76,MN,<class 'datetime.date'>,36,49.98,92.07,66.37,6.82
